source,target,similarity
tweet_1982930768134582737,tweet_1982939091176948080,0.13948214326401745
tweet_1982930768134582737,tweet_1982956509207376325,0.13574863490378705
tweet_1982937283482300715,tweet_1982954295596089454,0.1759013004794708
