date,tweets,posts,breadth,novelty,integration,compression,entropy_reduction,insight_velocity,entropy_comm,entropy_hdb,outlier_fraction,rolling_entropy_comm,rolling_outlier_fraction,rolling_iv,delta_iv,iv_momentum,exploration_pressure,iv_velocity,momentum_direction,in_sweet_spot,synthesis_probability,expected_synthesis_days,eruption_detected,synthesis_forecast
2025-10-27,13,1,0.9390729880303036,0.0769230769230769,0.672156853577001,0.0915448188175461,0.03,0.4497696053317385,0.9575261403463023,0.9206198357143048,0.0769230769230769,0.9575261403463023,0.0769230769230769,0.4497696053317385,0.0,0.0,0.07223638369463871,0.4497696053317385,→,False,0.3,0,False,Normal
2025-10-28,20,0,0.9369936643989224,0.15,0.5,0.0630859374999999,0.0,0.4205609899446766,0.9526573636515288,0.9213299651463156,0.15,0.9550917519989156,0.1134615384615384,0.4351652976382076,-0.029208615387061876,-0.014604307693530938,0.14054904965983836,0.4205609899446766,↓,True,0.4,0,False,Sweet spot | Moderate synthesis likelihood (40.0%)
2025-10-29,44,0,0.9822229881539783,0.3636363636363636,0.5,0.0073713818569785,0.0,0.4684998764520131,0.9850646371404996,0.9793813391674572,0.3636363636363636,0.965082713712777,0.1968531468531468,0.4462768239094761,0.047938886507336465,0.006243423706758196,0.3571719956923557,0.4684998764520131,↑,False,0.0,0,True,Eruption detected
2025-10-30,26,3,0.9294556563289872,0.2307692307692307,0.5929699201306611,0.0852333262305561,0.09,0.4698695260132579,0.9677969532010736,0.8911143594569007,0.2307692307692307,0.9685063179977008,0.2481351981351981,0.4529767974699825,0.0013696495612448012,0.006699973560506463,0.21448976684515084,0.4698695260132579,↑,True,1.0,1,False,Sweet spot | High synthesis likelihood (100.0%)
2025-10-31,37,3,0.8678727548136635,0.2162162162162162,0.7322381156049319,0.0934742140099283,0.09,0.477573824909818,0.8729274233995306,0.8628180862277965,0.2162162162162162,0.9419296712470344,0.2702072702072702,0.4719810757916963,0.007704298896560102,0.01900427832171379,0.18764816320295427,0.477573824909818,↑,True,0.8999999999999999,2,False,Sweet spot | High synthesis likelihood (90.0%)
