date,tweets,posts,breadth,novelty,integration,compression,entropy_reduction,insight_velocity,entropy_comm,entropy_hdb,outlier_fraction,rolling_entropy_comm,rolling_outlier_fraction,rolling_iv
2025-10-27,13,1,0.9390729880303035,0.07692307692307693,0.672156853577001,0.0915448188175461,0.03,0.44976960533173854,0.9575261403463023,0.9206198357143047,0.07692307692307693,0.9575261403463023,0.07692307692307693,0.44976960533173854
2025-10-28,20,0,0.9369936643989223,0.15,0.5,0.06308593749999998,0.0,0.42056098994467667,0.9526573636515288,0.9213299651463157,0.15,0.9550917519989155,0.11346153846153846,0.4351652976382076
2025-10-29,44,0,0.9822229881539785,0.36363636363636365,0.5,0.007371381856978565,0.0,0.46849987645201313,0.9850646371404996,0.9793813391674573,0.36363636363636365,0.965082713712777,0.19685314685314684,0.4462768239094761
2025-10-30,26,3,0.9294556563289871,0.23076923076923078,0.5929699201306611,0.08523332623055614,0.09,0.4698695260132579,0.9677969532010736,0.8911143594569007,0.23076923076923078,0.9685063179977007,0.24813519813519816,0.45297679746998254
2025-10-31,37,3,0.8678727548136635,0.21621621621621623,0.7322381156049319,0.09347421400992832,0.09,0.477573824909818,0.8729274233995306,0.8628180862277965,0.21621621621621623,0.9419296712470345,0.2702072702072702,0.4719810757916963
